helena,194
thyself,194
dog,193
late,193
run,193
law,192
joy,191
given,191
ear,191
kent,191
bardolph,190
years,190
further,190
patience,190
remember,189
tonight,189
yea,188
highness,188
field,187
because,187
pandarus,187
kiss,187
free,187
known,187
sister,187
serve,186
comfort,186
work,186
citizen,186
watch,185
neither,185
virtue,185
strong,185
air,184
pistol,184
ist,183
ah,183
didst,183
praise,182
money,182
friar,182
sorrow,180
need,180
something,180
pleasure,179
cressida,179
calld,179
hate,177
grave,177
heavens,177
certain,176
wind,176
trust,175
bolingbroke,175
bound,175
portia,175
parolles,175
seem,175
claudio,174
warrant,174
anne,174
sake,173
maid,173
mercy,173
princess,173
goes,173
canst,173
thanks,172
doubt,172
side,172
truly,172
ii,171
masters,171
command,171
cut,171
captain,170
merry,169
foot,169
rich,167
em,167
achilles,167
today,167
next,167
host,167
hang,167
ephesus,166
demetrius,166
either,166
knave,165
born,165
over,165
heavy,165
orlando,164
english,164
weep,163
sick,163
imogen,163
rom,163
wise,162
ask,162
hard,162
fault,162
ground,161
fit,161
worse,161
twas,161
almost,161
brave,160
sad,160
black,160
mans,160
palace,160
isabella,159
behold,158
ring,158
brothers,158
knew,158
took,158
women,158
themselves,158
content,157
course,157
enemy,157
talbot,157
haste,157
ears,156
voice,156
base,156
having,155
ten,155
stands,155
pedro,155
change,155
revenge,154
coming,154
enobarbus,154
drink,154
strike,154
earl,153
fie,153
unless,153
methinks,152
fortunes,152
sin,152
shes,152
straight,152
fal,151
duty,151
common,151
hastings,150
leontes,150
note,150
hours,150
valiant,150
four,149
person,149
married,149
northumberland,149
oft,149
question,149
emilia,149
youll,148
spoke,148
deed,148
above,147
already,147
needs,147
sirrah,147
olivia,147
gives,147
hark,147
lead,147
open,147
pass,147
report,146
past,146
lest,146
oath,145
salisbury,145
julia,145
cardinal,144
door,144
iii,144
somerset,144
ladies,144
ready,143
wars,143
yield,143
twenty,143
marcius,143
point,143
eat,142
soon,142
sovereign,142
attendants,142
arm,142
withal,142
viola,142
prospero,141
presently,141
suit,141
become,141
london,141
duchess,141
sebastian,140
tranio,139
sing,139
liege,139
wherefore,139
just,139
marcus,138
self,138
country,138
sicinius,138
tender,138
pay,138
grow,137
romeo,137
lips,136
paris,136
deep,136
lovd,136
fare,136
bene,135
signior,135
bertram,135
bold,135
met,134
water,134
clifford,134
want,134
flourish,133
lucio,133
wouldst,133
deny,133
t,133
apemantus,133
caius,132
princes,132
wherein,132
souls,132
sworn,131
flesh,131
knight,130
counsel,130
letters,129
fast,129
posthumus,129
appear,129
guard,129
spirits,129
speaks,128
mouth,128
norfolk,128
city,128
slave,128
anon,127
office,127
woe,127
ajax,127
white,127
pale,127
fell,127
speech,127
saint,126
moon,126
charles,126
confess,126
celia,126
lucentio,126
five,126
silvia,125
malvolio,125
thersites,125
write,125
town,125
slain,125
witness,125
bosom,125
sense,124
glad,124
claud,124
morning,124
camillo,124
often,123
armado,123
traitor,123
sport,123
twere,123
walk,123
got,122
roman,122
conscience,122
bad,122
fetch,122
march,122
rage,121
countess,121
iv,121
leon,120
whole,120
bassanio,120
costard,120
living,120
deeds,119
elizabeth,119
soft,119
excellent,119
dream,119
strength,119
favour,118
glou,118
lafeu,118
behind,118
fools,117
loss,117
jul,117
hero,117
attend,116
killd,116
provost,116
seems,116
wonder,116
servants,116
pretty,116
plain,115
whilst,115
loving,115
hortensio,115
hair,115
de,115
win,115
ourselves,115
vile,115
action,114
ulysses,114
hundred,114
maria,114
form,113
touch,113
chamber,113
begin,113
lordship,113
parts,112
along,112
battle,112
longer,112
bianca,112
silence,112
simple,112
pride,111
hostess,111
enemies,111
heads,111
entreat,111
katherina,111
widow,110
marriage,110
shepherd,110
hide,110
noise,110
drum,110
issue,110
cymbeline,109
takes,109
katharine,109
mighty,109
dull,109
hor,109
macduff,109
case,109
children,109
grant,109
doctor,109
morrow,109
chief,108
heir,108
besides,108
slender,108
kate,108
harry,107
count,107
bears,107
force,107
baptista,107
pluck,107
evans,107
hamlet,107
tale,106
passion,106
going,106
presence,106
roderigo,106
shylock,106
bless,105
worst,105
choose,105
anything,105
green,104
charmian,104
cominius,104
castle,104
paper,104
throw,104
teach,104
cloten,104
wheres,104
died,104
chance,104
toward,103
tot,103
officer,103
ont,103
close,103
bottom,103
weak,103
jest,103
feel,103
faults,103
pisanio,103
poins,103
shows,103
subject,102
promise,102
dauphin,102
dies,102
moth,102
honourable,102
health,102
awhile,102
buy,101
hadst,101
boyet,101
shake,101
cap,101
adieu,101
quick,101
least,101
gainst,101
gates,101
feast,100
respect,100
deliver,100
wolsey,100
writ,100
judgment,100
troth,99
gratiano,99
wast,99
dangerous,99
danger,99
lysander,99
curse,99
small,99
went,99
fashion,99
lack,98
v,98
move,98
exeter,98
escalus,98
edg,98
understand,98
cade,97
kept,97
breast,97
hermia,97
herself,97
aufidius,97
whether,96
army,96
low,96
cast,96
quarrel,96
boys,96
mortal,96
receive,96
aaron,96
wert,96
iachimo,96
scorn,95
grumio,95
valour,95
beg,95
virtuous,95
beard,95
foolish,95
won,95
stop,95
measure,95
tent,94
fine,94
offence,94
plague,94
westmoreland,94
consent,94
taken,94
short,94
hearing,94
honours,94
hubert,94
among,93
angry,93
stood,93
laid,93
wisdom,93
rosaline,93
lend,93
mothers,93
aguecheek,93
lookd,93
taen,93
try,93
worship,93
agamemnon,92
forget,92
harm,92
mens,92
calls,92
gremio,92
witch,92
thither,92
year,92
order,92
sorry,92
murderer,92
troy,92
book,92
kingdom,91
lion,91
prison,91
adriana,91
pains,91
brief,91
golden,91
emperor,91
sings,91
ariel,91
learn,91
wood,91
turnd,90
commend,90
ass,90
thence,90
banishd,90
forward,90
perceive,90
hurt,90
senator,90
alive,90
trumpets,90
stephano,90
treason,89
fluellen,89
forgot,89
reads,89
tamora,89
fearful,89
whither,88
grey,88
ours,88
jaques,88
lewis,88
judge,88
fled,88
touchstone,88
shape,87
title,87
fresh,87
offer,87
dinner,87
piece,87
officers,87
patient,87
carry,87
pol,86
quite,86
corn,86
greater,86
venice,86
moor,86
prayers,86
birth,86
diomedes,86
mock,86
honesty,86
alarum,86
humour,86
ghost,85
constable,85
blow,85
coward,85
glory,85
broke,85
wild,85
whos,85
walls,85
laugh,85
caesars,85
drawn,85
paulina,84
wits,84
polixenes,84
int,84
wounds,84
steal,84
trumpet,84
womans,84
held,84
aeneas,83
amen,83
tongues,83
jack,83
wine,83
whereof,83
feed,83
opinion,83
street,83
launce,82
citizens,82
launcelot,82
suffer,82
purse,82
blame,82
belarius,82
holds,82
falls,81
safe,81
prisoner,81
match,81
lorenzo,81
stir,81
making,81
dukes,80
taste,80
labour,80
blind,80
manner,80
double,80
lancaster,80
fort,80
pucelle,80
tear,80
motion,79
burgundy,79
eer,79
vow,79
whiles,79
borne,79
sudden,79
edm,79
camp,79
rogue,79
poison,79
folly,79
fellows,79
several,79
song,79
although,79
brain,79
burn,78
rise,78
daughters,78
desires,78
excuse,78
tower,78
knowledge,78
vain,78
ancient,78
shadow,78
brook,77
awake,77
percy,77
view,77
grows,77
fears,77
plantagenet,77
trouble,77
blessed,77
smile,77
la,77
quiet,77
alack,77
obey,76
proof,76
princely,76
dark,76
due,76
until,76
precious,76
greatness,76
weary,76
dumain,76
aught,76
endure,76
guiderius,76
juliet,76
sometime,76
wales,76
lieutenant,75
goodly,75
peter,75
whence,75
terms,75
keeps,75
cunning,75
shouldst,75
bones,75
thomas,75
autolycus,75
helen,75
drop,75
struck,74
forgive,74
bond,74
occasion,74
dot,74
round,74
lovers,74
ant,74
forbid,74
cheek,74
fabian,74
woo,74
lo,74
bitter,74
patroclus,73
twixt,73
safety,73
liberty,73
foes,73
yourselves,73
train,73
owe,73
colour,73
knowst,73
wrongs,73
biondello,73
knock,73
cheer,73
ones,73
affection,73
reg,73
wound,73
heels,73
swords,72
approach,72
neck,72
proceed,72
lavinia,72
casca,72
advantage,72
cheeks,72
catesby,72
orleans,72
dispatch,72
ross,72
effect,72
athens,72
beast,71
blows,71
montague,71
rude,71
dance,71
caliban,71
jove,71
edmund,71
scarce,71
fill,71
malice,71
thurio,71
aumerle,71
large,71
wealth,71
wall,70
stars,70
seven,70
towards,70
wretched,70
lepidus,70
room,70
leaves,70
twice,70
cruel,70
manners,70
bearing,70
legs,70
guilty,70
forest,70
priest,69
meat,69
philip,69
choice,69
yonder,69
monster,69
traitors,69
spent,69
christian,69
theseus,69
oaths,69
sayst,69
gaunt,69
brow,69
catch,69
doing,69
melancholy,69
sort,69
reasons,69
banquo,69
cried,69
pleasd,69
hangd,69
archbishop,69
embrace,68
richmond,68
jew,68
ways,68
madness,68
ben,68
steel,68
fame,68
red,68
follows,68
mayst,68
pure,68
volumnia,68
chamberlain,68
led,68
drunk,68
bright,68
rough,68
graces,67
vows,67
gentlewoman,67
tribunes,67
story,67
blunt,67
courage,67
creature,67
argument,67
hail,67
throne,67
affairs,67
gonzalo,67
fain,66
thief,66
seal,66
fat,66
becomes,66
thrice,66
spend,66
private,66
defend,66
natures,66
katherine,66
george,66
idle,66
benedick,66
quoth,65
heat,65
food,65
dry,65
winchester,65
fought,65
depart,65
deserve,65
pain,65
prepare,65
murder,65
nestor,65
request,65
damnd,65
paid,65
colours,65
swift,65
loud,65
gift,65
saturninus,65
fury,65
nerissa,65
few,64
breathe,64
eros,64
chain,64
monstrous,64
mortimer,64
nose,64
lucetta,64
miranda,64
post,64
rose,64
englands,64
courtesy,64
horses,64
leisure,63
remain,63
arviragus,63
knee,63
remembrance,63
former,63
diana,63
wicked,63
minds,63
cries,63
sharp,63
forsworn,63
proper,63
fiend,63
nym,63
livd,63
church,63
niece,63
abroad,63
cross,63
husbands,63
subjects,63
humble,63
secret,63
evil,62
flavius,62
always,62
twill,62
thunder,62
doors,62
holofernes,62
study,62
gate,62
wives,62
wait,62
crowns,62
sometimes,62
claim,62
laer,62
stones,62
mer,62
sooner,62
easy,62
tune,62
kneel,62
hermione,62
foe,62
warlike,61
ladys,61
instant,61
arthur,61
silver,61
humbly,61
lawful,61
broken,61
alcibiades,61
finger,61
nights,60
mend,60
demand,60
florizel,60
senators,60
wanton,60
pyramus,60
beggar,60
rain,60
longaville,60
nine,60
fail,60
trinculo,60
merchant,60
spare,60
asleep,60
le,60
mowbray,60
remedy,59
hit,59
malcolm,59
andronicus,59
clouds,59
stone,59
mayor,59
jewel,59
spring,59
dust,59
poet,59
able,59
lands,59
beyond,59
offend,59
mar,59
clear,59
sits,59
powers,59
spite,59
virtues,59
dreadful,59
jessica,59
repent,59
discourse,59
shut,58
stoln,58
receivd,58
thinks,58
giving,58
seat,58
natural,58
oph,58
possible,58
mere,58
herald,58
feet,58
list,58
single,58
stanley,58
griefs,58
rivers,58
alb,58
aid,58
memory,58
trial,57
rare,57
horns,57
sack,57
seeming,57
hopes,57
six,57
wretch,57
buried,57
fairy,57
public,57
luciana,57
romans,57
grown,57
happiness,57
storm,57
bids,57
beatrice,57
join,57
nought,57
meaning,57
forbear,57
agrippa,57
condition,57
wench,56
fond,56
particular,56
gain,56
sum,56
saying,56
bare,56
humphrey,56
ride,56
names,56
betwixt,56
glass,56
goodness,56
therein,56
rascal,56
delight,56
teeth,56
devils,56
weeping,56
thrive,56
usd,55
denied,55
wide,55
table,55
begins,55
visit,55
oxford,55
freely,55
wings,55
dearest,55
wrath,55
tybalt,55
undone,55
puck,55
cure,55
voices,55
countenance,55
authority,55
quality,55
turns,55
absence,55
perfect,54
faces,54
reverend,54
charity,54
heavenly,54
summer,54
tomb,54
below,54
thrust,54
ease,54
edwards,54
flies,54
supper,54
despair,54
anger,54
villains,54
puts,54
oliver,54
gross,54
keeper,54
shore,54
ransom,53
intend,53
womb,53
lovely,53
deal,53
spoken,53
menas,53
pound,53
sorrows,53
blest,53
protest,53
gower,53
gon,53
brings,53
flight,53
gallant,53
quince,53
showd,53
realm,53
worlds,53
ferdinand,53
ducats,53
heed,53
painted,52
naked,52
tidings,52
knife,52
innocent,52
chiron,52
knaves,52
followers,52
despite,52
lover,52
following,52
encounter,52
vouchsafe,52
wake,52
plot,52
promisd,52
angel,52
sickness,52
seest,52
drops,52
obedience,52
vengeance,52
counterfeit,52
maids,52
vice,51
greatest,51
envy,51
ship,51
girl,51
fourth,51
top,51
treasure,51
sigh,51
hers,51
tree,51
kindness,51
doll,51
meeting,51
knees,51
britain,51
swore,51
francis,51
dogs,51
durst,51
shed,51
mirth,51
sign,51
neighbour,51
credit,51
wash,51
number,51
slow,50
appears,50
rank,50
surrey,50
throat,50
trick,50
sighs,50
returnd,50
streets,50
party,50
touchd,50
blush,50
bought,50
tide,50
alonso,50
yare,50
modesty,50
assure,50
early,50
suddenly,50
protector,50
seeing,50
merit,50
guess,50
deaths,50
empty,50
breed,49
spake,49
sleeping,49
winds,49
meant,49
learned,49
desperate,49
reignier,49
murther,49
elbow,49
intent,49
civil,49
perchance,49
theyll,49
divine,49
council,49
consider,49
chide,49
bestow,49
tailor,49
ends,49
rule,49
taught,49
gown,49
outward,49
deadly,49
doom,49
jealous,49
tyrant,49
sail,48
don,48
constant,48
henrys,48
disgrace,48
salerio,48
estate,48
garments,48
success,48
stuff,48
constance,48
wont,48
alencon,48
gifts,48
execution,48
cost,48
plead,48
challenge,48
hereafter,48
ignorant,48
skill,48
draws,48
bedford,48
devise,48
conduct,48
smell,48
flowers,47
horatio,47
vincentio,47
fancy,47
speaking,47
perforce,47
commission,47
winter,47
reputation,47
messala,47
main,47
forsooth,47
dread,47
sees,47
loved,47
raise,47
enjoy,47
cup,47
bow,47
sacred,47
cease,47
hollow,47
stranger,47
degree,47
loose,47
satisfied,47
falln,47
laertes,47
limbs,47
sounds,47
strikes,47
victory,47
contrary,47
steward,47
octavius,47
thinking,47
prize,47
fiery,47
fenton,46
hie,46
beaten,46
kisses,46
dying,46
thieves,46
3,46
contempt,46
thisby,46
frame,46
twelve,46
dreams,46
burden,46
frown,46
flood,46
sides,46
brabantio,46
fairly,46
window,46
dares,46
oclock,46
quit,46
shell,46
egypt,46
kinsman,46
blessing,46
thinkst,46
shortly,46
knowing,46
seas,46
prisoners,46
abuse,46
mariana,46
north,46
id,46
image,46
slander,46
brains,46
bark,46
phebe,46
repair,45
tarry,45
ros,45
account,45
drownd,45
burning,45
ambition,45
lust,45
according,45
liest,45
woes,45
oberon,45
shine,45
attended,45
haply,45
behalf,45
bend,45
ratcliff,45
whore,45
hat,45
empress,45
bassianus,45
triumph,45
shot,45
playd,45
policy,45
equal,44
feard,44
root,44
bodies,44
movd,44
smiles,44
porter,44
unknown,44
undertake,44
waste,44
bade,44
warm,44
perhaps,44
iron,44
garden,44
hid,44
its,44
painter,44
sleeps,44
salt,44
parted,44
offended,44
desert,44
disposition,44
davy,44
tedious,44
cromwell,44
damned,44
servd,44
brows,44
weeds,44
silvius,44
fate,44
countrys,44
fingers,44
lodovico,44
octavia,44
forces,44
bind,44
weight,44
tells,44
s,44
flower,43
greet,43
gent,43
sirs,43
faint,43
attending,43
methought,43
numbers,43
drown,43
lions,43
runs,43
sisters,43
odds,43
peril,43
bred,43
flatter,43
iras,43
regard,43
advice,43
soothsayer,43
yond,43
custom,43
weapons,43
capitol,43
farther,43
bishop,43
star,43
fish,43
line,43
native,43
big,43
midnight,43
stomach,42
render,42
hal,42
apt,42
debt,42
mischief,42
sooth,42
month,42
dearly,42
everything,42
leonato,42
maintain,42
device,42
hugh,42
perdita,42
dagger,42
bury,42
reverence,42
nobles,42
mars,42
west,42
belike,42
revolt,42
crave,42
maiden,42
sheep,42
tempest,42
affections,42
tread,42
drums,42
search,42
finds,42
weigh,42
queens,42
fatal,42
favours,42
darst,42
alike,42
friendship,42
armour,41
wrought,41
afraid,41
substance,41
monsieur,41
reign,41
wishd,41
laws,41
practice,41
passd,41
season,41
douglas,41
pembroke,41
firm,41
conceit,41
servingman,41
deceivd,41
edge,41
sore,41
gaoler,41
countrymen,41
picture,41
lartius,41
padua,41
sly,41
fairest,41
creatures,41
fits,41
solemn,41
also,41
moe,41
timons,40
whoreson,40
commanded,40
lean,40
apart,40
henceforth,40
purposes,40
sins,40
cinna,40
wants,40
figure,40
apparel,40
clothes,40
canterbury,40
titania,40
hill,40
fierce,40
bite,40
dumb,40
lovell,40
cupid,40
followed,40
hazard,40
possessd,40
pair,40
milan,40
ignorance,40
bird,40
months,40
mistake,40
fairies,40
elder,40
glorious,40
violent,40
villainy,40
complexion,40
barren,40
murtherer,40
grieve,40
displeasure,40
senate,40
ripe,40
sends,40
bounty,40
banishment,40
staff,39
pen,39
cave,39
adam,39
add,39
answerd,39
crownd,39
alls,39
dishonour,39
object,39
proclaim,39
acquainted,39
sell,39
dwell,39
sentence,39
willing,39
stain,39
beauteous,39
sky,39
vantage,39
utter,39
isle,39
impossible,39
places,39
aim,39
sold,39
surely,39
benefit,39
chair,39
windsor,39
prologue,39
wears,39
remains,39
deservd,39
commit,39
entertain,39
habit,39
hardly,39
dolabella,39
advise,39
prey,39
darkness,39
east,39
stroke,39
thereof,39
hateful,39
armd,39
afterwards,38
pause,38
cell,38
infinite,38
wounded,38
virgilia,38
modest,38
robin,38
minister,38
unnatural,38
clock,38
stronger,38
eternal,38
twain,38
misery,38
chaste,38
books,38
avoid,38
suspect,38
except,38
sweat,38
deserves,38
tut,38
peers,38
appetite,38
hanging,38
store,38
osw,38
wrongd,38
perform,38
fairer,38
rock,38
unhappy,38
slaves,38
ladyship,38
arise,38
accuse,38
babe,37
slept,37
ambitious,37
tame,37
betray,37
special,37
ruin,37
stays,37
scape,37
bent,37
deer,37
assurd,37
banished,37
amiss,37
mess,37
deliverd,37
edgar,37
otherwise,37
dignity,37
earnest,37
companion,37
amongst,37
slew,37
bora,37
birds,37
feeble,37
difference,37
defence,37
duncan,37
abide,37
cares,37
trade,37
rotten,37
heartily,37
bell,37
entertainment,37
profit,37
titinius,37
pieces,37
summers,37
marks,37
stage,37
banish,37
retire,37
hangs,37
angels,37
taking,36
hercules,36
montano,36
senses,36
nathaniel,36
serves,36
bravely,36
acquaintance,36
belly,36
eight,36
necessity,36
monument,36
passing,36
leg,36
plays,36
nobility,36
dramatis,36
pedant,36
silent,36
mouths,36
handkerchief,36
nobly,36
pour,36
whip,36
sought,36
groans,36
jupiter,36
glove,36
sway,36
friendly,36
senior,36
language,36
smooth,36
worn,36
personae,36
express,36
unworthy,36
goths,36
scotland,36
fruit,36
seemd,36
stayd,36
honor,36
familiar,36
instrument,36
cur,36
pleasures,36
committed,36
lip,36
withdraw,36
bawd,36
courtier,36
polonius,36
speakst,35
coz,35
envious,35
robert,35
park,35
delay,35
blown,35
willingly,35
gloucesters,35
cranmer,35
felt,35
lucilius,35
morn,35
performd,35
passage,35
partly,35
pocket,35
saucy,35
players,35
confound,35
looking,35
tall,35
dew,35
wor,35
lennox,35
kingdoms,35
rob,35
guest,35
knights,35
italy,35
discover,35
een,35
car,35
kindly,35
tyranny,35
written,35
snow,35
athenian,35
jealousy,35
reward,35
attendant,35
corin,35
huge,35
length,34
alexas,34
temper,34
reading,34
boast,34
crying,34
drew,34
kin,34
dish,34
attempt,34
direct,34
cat,34
height,34
lines,34
revengd,34
enforce,34
messengers,34
circumstance,34
fox,34
observe,34
miserable,34
wed,34
beasts,34
dick,34
drive,34
rebels,34
league,34
urge,34
convey,34
prayer,34
moved,34
rhyme,34
chase,34
lamb,34
beside,34
falsehood,34
lusty,34
marvel,34
services,34
changd,34
tremble,34
gardiner,34
visage,34
graves,34
bride,34
verona,34
sink,34
humours,34
groan,34
directly,34
troyan,34
frederick,34
travel,33
physic,33
honey,33
greek,33
island,33
pleasant,33
winters,33
satisfaction,33
cressid,33
zeal,33
savage,33
possession,33
faithful,33
wolf,33
horn,33
younger,33
williams,33
pomp,33
bar,33
carried,33
weeps,33
wondrous,33
audience,33
diomed,33
suits,33
hall,33
spur,33
guarded,33
powr,33
exchange,33
bleed,33
capulet,33
pursue,33
freedom,33
strive,33
absent,33
resolvd,33
began,33
mount,33
calm,33
sour,33
audrey,33
commons,33
menelaus,33
armed,33
whisper,33
et,33
nephew,33
stoop,33
gait,33
knocking,33
captains,33
dorset,32
dozen,32
odd,32
naples,32
bore,32
grew,32
grecian,32
press,32
beshrew,32
ins,32
standing,32
sixth,32
compass,32
band,32
bohemia,32
goneril,32
breach,32
fright,32
antigonus,32
signs,32
wishes,32
regan,32
pinch,32
hunt,32
provide,32
discretion,32
leads,32
earthly,32
renowned,32
conference,32
honourd,32
rugby,32
trees,32
outlaw,32
virgin,32
charm,32
parley,32
afeard,32
knit,32
cor,32
continue,32
wisely,32
alexander,32
shoulders,32
feeling,32
4,32
beggars,32
orchard,32
towns,32
slight,32
isabel,32
publius,32
pitch,32
strife,32
start,32
suspicion,32
mountain,31
stern,31
stream,31
rash,31
vernon,31
fore,31
mass,31
tricks,31
perish,31
houses,31
shapes,31
muse,31
disdain,31
verse,31
example,31
cordelia,31
banquet,31
hereford,31
mightst,31
vessel,31
points,31
fields,31
notice,31
siege,31
derby,31
coat,31
conquest,31
remove,31
fifty,31
expect,31
refuse,31
wholesome,31
fifth,31
troubled,31
secure,31
offices,31
item,31
gently,31
joyful,31
garter,31
condemnd,31
higher,31
privilege,31
error,31
tempt,31
moment,31
appointed,31
thrown,31
shadows,31
seize,31
hairs,31
scroop,31
discharge,31
torture,31
smiling,31
ireland,31
enterprise,31
boot,31
daily,31
lately,31
youthful,31
torment,31
message,31
wills,31
theirs,31
ran,31
cursed,31
minute,31
pate,30
rid,30
couldst,30
pandulph,30
unfold,30
newly,30
allow,30
bosoms,30
famous,30
granted,30
shown,30
rescue,30
accept,30
loyal,30
task,30
beats,30
ended,30
mile,30
persuade,30
alice,30
wot,30
commands,30
pronounce,30
invention,30
learning,30
whereon,30
cover,30
injury,30
rebellion,30
steps,30
beautys,30
fed,30
singing,30
invisible,30
terror,30
pitiful,30
bleeding,30
prick,30
guildenstern,30
troops,30
absolute,30
caught,30
ago,30
corrupt,30
subtle,30
step,30
musicians,30
score,30
shook,30
pluckd,30
prepard,30
nice,30
corse,30
suppose,30
gobbo,30
advance,30
consul,30
gar,30
cool,30
meantime,30
loath,30
lent,29
gall,29
thick,29
begun,29
space,29
crow,29
vi,29
marshal,29
giddy,29
jaquenetta,29
priam,29
